ID,Sales
T1188675,45422.653603517494
T1188676,34982.214953271025
T1188677,26255.74196141479
T1188678,45903.493918331886
T1188679,51970.666328600404
T1188680,23494.421678783874
T1188681,26255.74196141479
T1188682,46814.87022132797
T1188683,38603.1652173913
T1188684,23494.421678783874
T1188685,60844.82864450128
T1188686,35273.21575404766
T1188687,45422.653603517494
T1188688,29914.632841328414
T1188689,45422.653603517494
T1188690,35273.21575404766
T1188691,47420.13452188006
T1188692,34982.214953271025
T1188693,60844.82864450128
T1188694,23174.03187250996
T1188695,27686.221849865953
T1188696,44449.482071713144
T1188697,30065.195235148516
T1188698,60844.82864450128
T1188699,56101.58405172414
T1188700,40847.407258064515
T1188701,25157.40243902439
T1188702,60418.36389753412
T1188703,26961.719157472417
T1188704,33361.146892655364
T1188705,52402.7350859454
T1188706,60844.82864450128
T1188707,33361.146892655364
T1188708,23174.03187250996
T1188709,46814.87022132797
T1188710,60844.82864450128
T1188711,38099.450873362446
T1188712,27686.221849865953
T1188713,60844.82864450128
T1188714,35273.21575404766
T1188715,28829.47233468286
T1188716,19110.740535083292
T1188717,60844.82864450128
T1188718,35542.63772330702
T1188719,35542.63772330702
T1188720,20407.990936555892
T1188721,23494.421678783874
T1188722,60844.82864450128
T1188723,60844.82864450128
T1188724,19110.740535083292
T1188725,35273.21575404766
T1188726,42156.03048780488
T1188727,34982.214953271025
T1188728,47420.13452188006
T1188729,35542.63772330702
T1188730,40416.92479908151
T1188731,51970.666328600404
T1188732,30065.195235148516
T1188733,46478.80126728111
T1188734,60844.82864450128
T1188735,20407.990936555892
T1188736,27976.36410550459
T1188737,28829.47233468286
T1188738,21410.1377245509
T1188739,35273.21575404766
T1188740,35273.21575404766
T1188741,35273.21575404766
T1188742,46943.856573705176
T1188743,35273.21575404766
T1188744,38099.450873362446
T1188745,51970.666328600404
T1188746,38603.1652173913
T1188747,34982.214953271025
T1188748,45422.653603517494
T1188749,28829.47233468286
T1188750,30065.195235148516
T1188751,60844.82864450128
T1188752,22127.083939193653
T1188753,60844.82864450128
T1188754,35542.63772330702
T1188755,45205.319755600816
T1188756,34982.214953271025
T1188757,33361.146892655364
T1188758,56101.58405172414
T1188759,60844.82864450128
T1188760,40416.92479908151
T1188761,35273.21575404766
T1188762,51970.666328600404
T1188763,45422.653603517494
T1188764,22127.083939193653
T1188765,42156.03048780488
T1188766,34982.214953271025
T1188767,35542.63772330702
T1188768,27686.221849865953
T1188769,26031.756032171583
T1188770,51970.666328600404
T1188771,45422.653603517494
T1188772,35542.63772330702
T1188773,60844.82864450128
T1188774,38099.450873362446
T1188775,35273.21575404766
T1188776,25051.21938088829
T1188777,23174.03187250996
T1188778,19110.740535083292
T1188779,45422.653603517494
T1188780,44449.482071713144
T1188781,35542.63772330702
T1188782,48199.9932885906
T1188783,28829.47233468286
T1188784,25794.42206235012
T1188785,29914.632841328414
T1188786,45422.653603517494
T1188787,38099.450873362446
T1188788,35273.21575404766
T1188789,20407.990936555892
T1188790,26171.608163265308
T1188791,34982.214953271025
T1188792,26031.756032171583
T1188793,46814.87022132797
T1188794,34982.214953271025
T1188795,35608.73854447439
T1188796,29914.632841328414
T1188797,56101.58405172414
T1188798,38099.450873362446
T1188799,23494.421678783874
T1188800,60418.36389753412
T1188801,28636.844621513945
T1188802,25157.40243902439
T1188803,30065.195235148516
T1188804,28636.844621513945
T1188805,35542.63772330702
T1188806,30065.195235148516
T1188807,28829.47233468286
T1188808,34982.214953271025
T1188809,46478.80126728111
T1188810,26255.74196141479
T1188811,25051.21938088829
T1188812,34982.214953271025
T1188813,25794.42206235012
T1188814,35542.63772330702
T1188815,23697.635627530366
T1188816,34982.214953271025
T1188817,34982.214953271025
T1188818,28829.47233468286
T1188819,52402.7350859454
T1188820,38603.1652173913
T1188821,30065.195235148516
T1188822,44452.43521594685
T1188823,60844.82864450128
T1188824,56101.58405172414
T1188825,45422.653603517494
T1188826,47420.13452188006
T1188827,33361.146892655364
T1188828,35542.63772330702
T1188829,34982.214953271025
T1188830,19110.740535083292
T1188831,45422.653603517494
T1188832,34982.214953271025
T1188833,40416.92479908151
T1188834,23697.635627530366
T1188835,35542.63772330702
T1188836,27976.36410550459
T1188837,35278.89473684211
T1188838,26961.719157472417
T1188839,19110.740535083292
T1188840,26255.74196141479
T1188841,44449.482071713144
T1188842,34982.214953271025
T1188843,35273.21575404766
T1188844,44452.43521594685
T1188845,38099.450873362446
T1188846,30065.195235148516
T1188847,38603.1652173913
T1188848,34982.214953271025
T1188849,28829.47233468286
T1188850,48199.9932885906
T1188851,47420.13452188006
T1188852,45422.653603517494
T1188853,34982.214953271025
T1188854,35273.21575404766
T1188855,35542.63772330702
T1188856,26031.756032171583
T1188857,40416.92479908151
T1188858,45422.653603517494
T1188859,42156.03048780488
T1188860,46478.80126728111
T1188861,34982.214953271025
T1188862,29914.632841328414
T1188863,21410.1377245509
T1188864,45422.653603517494
T1188865,35273.21575404766
T1188866,33361.146892655364
T1188867,35542.63772330702
T1188868,33361.146892655364
T1188869,27976.36410550459
T1188870,27976.36410550459
T1188871,44449.482071713144
T1188872,30065.195235148516
T1188873,34982.214953271025
T1188874,34982.214953271025
T1188875,51970.666328600404
T1188876,35542.63772330702
T1188877,33361.146892655364
T1188878,33361.146892655364
T1188879,26961.719157472417
T1188880,60844.82864450128
T1188881,35273.21575404766
T1188882,60844.82864450128
T1188883,46478.80126728111
T1188884,51970.666328600404
T1188885,38099.450873362446
T1188886,27686.221849865953
T1188887,32508.748514851486
T1188888,29914.632841328414
T1188889,22127.083939193653
T1188890,46478.80126728111
T1188891,27976.36410550459
T1188892,34982.214953271025
T1188893,26255.74196141479
T1188894,71731.8971273292
T1188895,34982.214953271025
T1188896,29429.34705882353
T1188897,33361.146892655364
T1188898,78331.23185759927
T1188899,35542.63772330702
T1188900,33361.146892655364
T1188901,33361.146892655364
T1188902,51970.666328600404
T1188903,56101.58405172414
T1188904,42156.03048780488
T1188905,27686.221849865953
T1188906,35542.63772330702
T1188907,23494.421678783874
T1188908,34982.214953271025
T1188909,60844.82864450128
T1188910,34982.214953271025
T1188911,48199.9932885906
T1188912,60844.82864450128
T1188913,74360.25280199252
T1188914,35542.63772330702
T1188915,25794.42206235012
T1188916,35542.63772330702
T1188917,45205.319755600816
T1188918,26255.74196141479
T1188919,55196.417004048584
T1188920,34982.214953271025
T1188921,45422.653603517494
T1188922,23494.421678783874
T1188923,38099.450873362446
T1188924,35542.63772330702
T1188925,19110.740535083292
T1188926,52402.7350859454
T1188927,51970.666328600404
T1188928,45903.493918331886
T1188929,35273.21575404766
T1188930,56101.58405172414
T1188931,28636.844621513945
T1188932,60418.36389753412
T1188933,30065.195235148516
T1188934,34982.214953271025
T1188935,26255.74196141479
T1188936,35608.73854447439
T1188937,29914.632841328414
T1188938,28829.47233468286
T1188939,38603.1652173913
T1188940,38099.450873362446
T1188941,51970.666328600404
T1188942,30065.195235148516
T1188943,33361.146892655364
T1188944,44452.43521594685
T1188945,56101.58405172414
T1188946,45422.653603517494
T1188947,23494.421678783874
T1188948,22127.083939193653
T1188949,44452.43521594685
T1188950,33361.146892655364
T1188951,46814.87022132797
T1188952,27686.221849865953
T1188953,27976.36410550459
T1188954,34982.214953271025
T1188955,48105.5058048865
T1188956,40847.407258064515
T1188957,35542.63772330702
T1188958,45422.653603517494
T1188959,78331.23185759927
T1188960,51970.666328600404
T1188961,46478.80126728111
T1188962,34982.214953271025
T1188963,60844.82864450128
T1188964,34982.214953271025
T1188965,56101.58405172414
T1188966,30065.195235148516
T1188967,34982.214953271025
T1188968,56101.58405172414
T1188969,44452.43521594685
T1188970,60844.82864450128
T1188971,38099.450873362446
T1188972,26159.882352941175
T1188973,35542.63772330702
T1188974,71731.8971273292
T1188975,60844.82864450128
T1188976,35542.63772330702
T1188977,38603.1652173913
T1188978,19110.740535083292
T1188979,56101.58405172414
T1188980,60844.82864450128
T1188981,33361.146892655364
T1188982,34982.214953271025
T1188983,40416.92479908151
T1188984,35542.63772330702
T1188985,25794.42206235012
T1188986,41629.756097560974
T1188987,44452.43521594685
T1188988,60844.82864450128
T1188989,35273.21575404766
T1188990,40416.92479908151
T1188991,26961.719157472417
T1188992,35542.63772330702
T1188993,29914.632841328414
T1188994,32508.748514851486
T1188995,22127.083939193653
T1188996,51590.04082568808
T1188997,35542.63772330702
T1188998,46943.856573705176
T1188999,27976.36410550459
T1189000,23494.421678783874
T1189001,35273.21575404766
T1189002,26961.719157472417
T1189003,60844.82864450128
T1189004,52402.7350859454
T1189005,19110.740535083292
T1189006,25051.21938088829
T1189007,34982.214953271025
T1189008,60844.82864450128
T1189009,25794.42206235012
T1189010,29914.632841328414
T1189011,60844.82864450128
T1189012,60844.82864450128
T1189013,29914.632841328414
T1189014,28597.414468085106
T1189015,30155.15882352941
T1189016,60844.82864450128
T1189017,35542.63772330702
T1189018,29914.632841328414
T1189019,35273.21575404766
T1189020,40416.92479908151
T1189021,46814.87022132797
T1189022,30065.195235148516
T1189023,35273.21575404766
T1189024,28829.47233468286
T1189025,27686.221849865953
T1189026,60844.82864450128
T1189027,35273.21575404766
T1189028,51970.666328600404
T1189029,20407.990936555892
T1189030,29914.632841328414
T1189031,45422.653603517494
T1189032,23697.635627530366
T1189033,33361.146892655364
T1189034,56101.58405172414
T1189035,29914.632841328414
T1189036,45422.653603517494
T1189037,29914.632841328414
T1189038,34982.214953271025
T1189039,35273.21575404766
T1189040,29429.34705882353
T1189041,45422.653603517494
T1189042,46478.80126728111
T1189043,45422.653603517494
T1189044,33361.146892655364
T1189045,60844.82864450128
T1189046,30155.15882352941
T1189047,47420.13452188006
T1189048,35542.63772330702
T1189049,38603.1652173913
T1189050,30065.195235148516
T1189051,35542.63772330702
T1189052,38603.1652173913
T1189053,34982.214953271025
T1189054,60844.82864450128
T1189055,51970.666328600404
T1189056,35608.73854447439
T1189057,33361.146892655364
T1189058,60844.82864450128
T1189059,45422.653603517494
T1189060,34982.214953271025
T1189061,71731.8971273292
T1189062,34982.214953271025
T1189063,60844.82864450128
T1189064,35273.21575404766
T1189065,47420.13452188006
T1189066,35273.21575404766
T1189067,33361.146892655364
T1189068,30065.195235148516
T1189069,29914.632841328414
T1189070,45422.653603517494
T1189071,28829.47233468286
T1189072,35542.63772330702
T1189073,51970.666328600404
T1189074,23494.421678783874
T1189075,34982.214953271025
T1189076,60844.82864450128
T1189077,26031.756032171583
T1189078,33361.146892655364
T1189079,38603.1652173913
T1189080,29914.632841328414
T1189081,56101.58405172414
T1189082,44449.482071713144
T1189083,60844.82864450128
T1189084,30065.195235148516
T1189085,34982.214953271025
T1189086,35273.21575404766
T1189087,35273.21575404766
T1189088,38099.450873362446
T1189089,35542.63772330702
T1189090,34982.214953271025
T1189091,35273.21575404766
T1189092,34982.214953271025
T1189093,34982.214953271025
T1189094,26255.74196141479
T1189095,60844.82864450128
T1189096,44360.743289745355
T1189097,33361.146892655364
T1189098,25051.21938088829
T1189099,33361.146892655364
T1189100,56101.58405172414
T1189101,29914.632841328414
T1189102,38099.450873362446
T1189103,35273.21575404766
T1189104,60844.82864450128
T1189105,51590.04082568808
T1189106,28597.414468085106
T1189107,38603.1652173913
T1189108,35542.63772330702
T1189109,45990.921021377675
T1189110,45422.653603517494
T1189111,33361.146892655364
T1189112,34982.214953271025
T1189113,23174.03187250996
T1189114,26031.756032171583
T1189115,33361.146892655364
T1189116,51970.666328600404
T1189117,26031.756032171583
T1189118,33361.146892655364
T1189119,26255.74196141479
T1189120,38099.450873362446
T1189121,22127.083939193653
T1189122,45422.653603517494
T1189123,29914.632841328414
T1189124,34982.214953271025
T1189125,35542.63772330702
T1189126,28829.47233468286
T1189127,46478.80126728111
T1189128,60418.36389753412
T1189129,35542.63772330702
T1189130,35542.63772330702
T1189131,56101.58405172414
T1189132,33111.887931034486
T1189133,23494.421678783874
T1189134,45422.653603517494
T1189135,33361.146892655364
T1189136,37195.05882352941
T1189137,25794.42206235012
T1189138,35542.63772330702
T1189139,26171.608163265308
T1189140,55196.417004048584
T1189141,42156.03048780488
T1189142,67086.3502538071
T1189143,28829.47233468286
T1189144,35608.73854447439
T1189145,30065.195235148516
T1189146,19110.740535083292
T1189147,38603.1652173913
T1189148,35273.21575404766
T1189149,45903.493918331886
T1189150,34982.214953271025
T1189151,34982.214953271025
T1189152,48199.9932885906
T1189153,60418.36389753412
T1189154,60418.36389753412
T1189155,38603.1652173913
T1189156,51970.666328600404
T1189157,34982.214953271025
T1189158,52402.7350859454
T1189159,34982.214953271025
T1189160,27976.36410550459
T1189161,38172.60953177258
T1189162,35542.63772330702
T1189163,22127.083939193653
T1189164,35273.21575404766
T1189165,35273.21575404766
T1189166,28829.47233468286
T1189167,33361.146892655364
T1189168,45422.653603517494
T1189169,27686.221849865953
T1189170,34982.214953271025
T1189171,27976.36410550459
T1189172,74360.25280199252
T1189173,51970.666328600404
T1189174,23494.421678783874
T1189175,45422.653603517494
T1189176,34982.214953271025
T1189177,33111.887931034486
T1189178,28829.47233468286
T1189179,34982.214953271025
T1189180,35542.63772330702
T1189181,28829.47233468286
T1189182,51970.666328600404
T1189183,35542.63772330702
T1189184,27976.36410550459
T1189185,29914.632841328414
T1189186,45422.653603517494
T1189187,41629.756097560974
T1189188,34982.214953271025
T1189189,48105.5058048865
T1189190,44452.43521594685
T1189191,60844.82864450128
T1189192,60844.82864450128
T1189193,35542.63772330702
T1189194,35273.21575404766
T1189195,60844.82864450128
T1189196,35273.21575404766
T1189197,44452.43521594685
T1189198,44449.482071713144
T1189199,34982.214953271025
T1189200,29914.632841328414
T1189201,40416.92479908151
T1189202,33111.887931034486
T1189203,35273.21575404766
T1189204,60844.82864450128
T1189205,42156.03048780488
T1189206,30065.195235148516
T1189207,35542.63772330702
T1189208,38172.60953177258
T1189209,60844.82864450128
T1189210,42156.03048780488
T1189211,38099.450873362446
T1189212,60844.82864450128
T1189213,26255.74196141479
T1189214,42156.03048780488
T1189215,60844.82864450128
T1189216,34982.214953271025
T1189217,51590.04082568808
T1189218,40416.92479908151
T1189219,34982.214953271025
T1189220,47420.13452188006
T1189221,40416.92479908151
T1189222,26159.882352941175
T1189223,45865.85880398671
T1189224,35608.73854447439
T1189225,25794.42206235012
T1189226,51970.666328600404
T1189227,19110.740535083292
T1189228,47420.13452188006
T1189229,19110.740535083292
T1189230,60844.82864450128
T1189231,46943.856573705176
T1189232,30065.195235148516
T1189233,35273.21575404766
T1189234,45990.921021377675
T1189235,23697.635627530366
T1189236,60844.82864450128
T1189237,35542.63772330702
T1189238,33361.146892655364
T1189239,35542.63772330702
T1189240,46814.87022132797
T1189241,35542.63772330702
T1189242,46814.87022132797
T1189243,19110.740535083292
T1189244,19110.740535083292
T1189245,45205.319755600816
T1189246,35273.21575404766
T1189247,22127.083939193653
T1189248,34982.214953271025
T1189249,60844.82864450128
T1189250,60844.82864450128
T1189251,19110.740535083292
T1189252,40416.92479908151
T1189253,51970.666328600404
T1189254,44452.43521594685
T1189255,48105.5058048865
T1189256,21410.1377245509
T1189257,30065.195235148516
T1189258,60418.36389753412
T1189259,35273.21575404766
T1189260,35278.89473684211
T1189261,45422.653603517494
T1189262,40416.92479908151
T1189263,46478.80126728111
T1189264,38603.1652173913
T1189265,19110.740535083292
T1189266,78331.23185759927
T1189267,60844.82864450128
T1189268,26961.719157472417
T1189269,33361.146892655364
T1189270,35542.63772330702
T1189271,36464.49056603773
T1189272,35273.21575404766
T1189273,51970.666328600404
T1189274,34982.214953271025
T1189275,51970.666328600404
T1189276,51970.666328600404
T1189277,47420.13452188006
T1189278,34705.26368159204
T1189279,32508.748514851486
T1189280,35542.63772330702
T1189281,20407.990936555892
T1189282,33361.146892655364
T1189283,27686.221849865953
T1189284,56101.58405172414
T1189285,29914.632841328414
T1189286,35542.63772330702
T1189287,35542.63772330702
T1189288,60844.82864450128
T1189289,60418.36389753412
T1189290,26961.719157472417
T1189291,45422.653603517494
T1189292,46478.80126728111
T1189293,38099.450873362446
T1189294,28636.844621513945
T1189295,22127.083939193653
T1189296,48199.9932885906
T1189297,35542.63772330702
T1189298,56101.58405172414
T1189299,35542.63772330702
T1189300,40416.92479908151
T1189301,27976.36410550459
T1189302,34982.214953271025
T1189303,34982.214953271025
T1189304,29914.632841328414
T1189305,21410.1377245509
T1189306,38099.450873362446
T1189307,29914.632841328414
T1189308,35273.21575404766
T1189309,78331.23185759927
T1189310,34982.214953271025
T1189311,56101.58405172414
T1189312,20407.990936555892
T1189313,71468.27791563276
T1189314,60418.36389753412
T1189315,78331.23185759927
T1189316,19110.740535083292
T1189317,44452.43521594685
T1189318,60844.82864450128
T1189319,46478.80126728111
T1189320,34982.214953271025
T1189321,60844.82864450128
T1189322,25051.21938088829
T1189323,30065.195235148516
T1189324,47420.13452188006
T1189325,22127.083939193653
T1189326,34982.214953271025
T1189327,33361.146892655364
T1189328,38099.450873362446
T1189329,45903.493918331886
T1189330,46814.87022132797
T1189331,30065.195235148516
T1189332,45422.653603517494
T1189333,34266.14759036145
T1189334,35542.63772330702
T1189335,40416.92479908151
T1189336,30065.195235148516
T1189337,30065.195235148516
T1189338,23697.635627530366
T1189339,25794.42206235012
T1189340,34982.214953271025
T1189341,44452.43521594685
T1189342,56101.58405172414
T1189343,25794.42206235012
T1189344,35273.21575404766
T1189345,45422.653603517494
T1189346,34982.214953271025
T1189347,35273.21575404766
T1189348,35273.21575404766
T1189349,60844.82864450128
T1189350,28829.47233468286
T1189351,45990.921021377675
T1189352,35273.21575404766
T1189353,35542.63772330702
T1189354,25051.21938088829
T1189355,56101.58405172414
T1189356,60844.82864450128
T1189357,30065.195235148516
T1189358,60844.82864450128
T1189359,78331.23185759927
T1189360,74360.25280199252
T1189361,52402.7350859454
T1189362,23494.421678783874
T1189363,60707.30516898608
T1189364,27686.221849865953
T1189365,38099.450873362446
T1189366,28636.844621513945
T1189367,29914.632841328414
T1189368,34982.214953271025
T1189369,30155.15882352941
T1189370,34982.214953271025
T1189371,23174.03187250996
T1189372,41833.29050925926
T1189373,45205.319755600816
T1189374,29429.34705882353
T1189375,46478.80126728111
T1189376,60844.82864450128
T1189377,38603.1652173913
T1189378,60844.82864450128
T1189379,35273.21575404766
T1189380,40847.407258064515
T1189381,44449.482071713144
T1189382,46478.80126728111
T1189383,34982.214953271025
T1189384,71731.8971273292
T1189385,45422.653603517494
T1189386,35542.63772330702
T1189387,45422.653603517494
T1189388,60844.82864450128
T1189389,48199.9932885906
T1189390,45422.653603517494
T1189391,28829.47233468286
T1189392,27686.221849865953
T1189393,29429.34705882353
T1189394,40665.437810945274
T1189395,34982.214953271025
T1189396,35542.63772330702
T1189397,56101.58405172414
T1189398,30155.15882352941
T1189399,45990.921021377675
T1189400,56101.58405172414
T1189401,60844.82864450128
T1189402,20407.990936555892
T1189403,29914.632841328414
T1189404,35273.21575404766
T1189405,42026.11702954899
T1189406,23494.421678783874
T1189407,26961.719157472417
T1189408,23494.421678783874
T1189409,38603.1652173913
T1189410,34982.214953271025
T1189411,71731.8971273292
T1189412,60844.82864450128
T1189413,60844.82864450128
T1189414,34982.214953271025
T1189415,25794.42206235012
